timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer-x,accelerometer-y,accelerometer-z,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6,spectrometer_spectrometer7
2025-02-27 23:13:38,20252025123456.0,4.0,2.0,12.0,18.0,4.0,16.0,1.0,13.0,17.0,16.0,1.0,15.0,1.0,16.0,10.0
2025-02-27 23:13:39,20252025123456.0,15.0,8.0,6.0,11.0,10.0,12.0,15.0,9.0,12.0,6.0,2.0,11.0,1.0,4.0,14.0
2025-02-27 23:13:40,20252025123456.0,1.0,16.0,7.0,4.0,12.0,10.0,9.0,13.0,13.0,18.0,5.0,14.0,7.0,18.0,4.0
2025-02-27 23:13:41,20252025123456.0,10.0,11.0,2.0,6.0,17.0,1.0,3.0,4.0,3.0,9.0,8.0,19.0,11.0,11.0,7.0
2025-02-27 23:13:42,20252025123456.0,1.0,4.0,2.0,6.0,13.0,17.0,17.0,10.0,1.0,12.0,5.0,14.0,4.0,12.0,16.0
2025-02-27 23:13:43,20252025123456.0,7.0,1.0,15.0,18.0,10.0,16.0,6.0,14.0,6.0,4.0,2.0,7.0,17.0,9.0,15.0
2025-02-27 23:13:44,20252025123456.0,18.0,14.0,14.0,4.0,4.0,15.0,8.0,8.0,2.0,12.0,3.0,3.0,8.0,7.0,10.0
2025-02-27 23:13:45,20252025123456.0,4.0,13.0,16.0,11.0,11.0,13.0,8.0,6.0,1.0,18.0,5.0,10.0,8.0,15.0,7.0
2025-02-27 23:13:46,20252025123456.0,6.0,10.0,13.0,3.0,19.0,8.0,12.0,8.0,19.0,7.0,19.0,17.0,13.0,17.0,5.0
2025-02-27 23:13:47,20252025123456.0,19.0,14.0,13.0,18.0,5.0,9.0,19.0,12.0,18.0,9.0,8.0,19.0,15.0,6.0,14.0
2025-02-27 23:13:48,20252025123456.0,6.0,2.0,18.0,17.0,7.0,18.0,17.0,15.0,9.0,10.0,14.0,3.0,13.0,10.0,11.0
2025-02-27 23:13:49,20252025123456.0,7.0,3.0,4.0,6.0,12.0,14.0,10.0,19.0,14.0,10.0,13.0,19.0,15.0,15.0,9.0
2025-02-27 23:13:50,20252025123456.0,15.0,11.0,6.0,18.0,10.0,1.0,6.0,8.0,10.0,4.0,1.0,13.0,1.0,11.0,8.0
2025-02-27 23:13:51,20252025123456.0,12.0,6.0,8.0,10.0,17.0,15.0,2.0,19.0,8.0,19.0,10.0,4.0,2.0,15.0,1.0
2025-02-27 23:13:52,20252025123456.0,2.0,3.0,9.0,8.0,12.0,12.0,15.0,2.0,15.0,11.0,15.0,14.0,4.0,6.0,17.0
2025-02-27 23:13:53,20252025123456.0,5.0,5.0,14.0,6.0,5.0,11.0,11.0,5.0,2.0,5.0,18.0,13.0,5.0,8.0,15.0
